鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十五樓之７,8.8,商,,,1080227,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,115.8,2,2,1,有,有,13400000,131354,坡道平面,27.87,1850000,預售屋、或土地及建物分件登記案件；,RPOTNLRJJIGGFCB77DA,47.98,4.56,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十五樓之９,7.6,商,,,1080731,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,98.88,2,2,1,有,有,11200000,124833,坡道平面,23.98,1850000,預售屋、或土地及建物分件登記案件；,RPQTNLRJJIGGFCB97DA,39.53,4.79,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十五樓之１０,7.21,商,,,1080309,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,85.91,2,2,1,有,有,10350000,123263,坡道機械,9.65,950000,預售屋、或土地及建物分件登記案件；,RPRTNLRJJIGGFCB08DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十五樓之９,8.36,商,,,1071108,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,110.98,2,2,1,有,有,11100000,115510,坡道平面,27.87,1500000,預售屋、或土地及建物分件登記案件；,RPXTNLRJJIGGFCB68DA,45.14,4.53,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十五樓之１０,7.75,商,,,1080219,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,100.22999999999999,2,2,1,有,有,11000000,125902,坡道平面,23.98,1400000,預售屋、或土地及建物分件登記案件；,RPOUNLRJJIGGFCB87DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十七樓之６,8.0,商,,,1080713,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,107.05,2,2,1,有,有,11980000,126673,坡道平面,27.87,1950000,1.讓渡日期:110年09月29日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPPNOLRJJIGGFCB37DA,41.1,4.73,5.58,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十七樓之５,6.37,商,,,1090525,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,76.51,2,2,1,有,有,9550000,130123,坡道機械,9.65,850000,預售屋、或土地及建物分件登記案件；,RPVNOLRJJIGGFCB97DA,37.09,1.35,5.01,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十八樓之５,11.33,商,,,1071023,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,144.73000000000002,3,2,2,有,有,17680000,134606,坡道平面,27.87,1950000,預售屋、或土地及建物分件登記案件；,RPOOOLRJJIGGFCB37DA,63.95,5.96,6.02,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十八樓之７,8.8,商,,,1071108,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,111.91,2,2,1,有,有,13510000,132605,坡道平面,23.98,1850000,預售屋、或土地及建物分件登記案件；,RPQOOLRJJIGGFCB57DA,47.98,4.56,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十八樓之８,11.04,商,,,1071108,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,141.2,3,2,2,有,有,16880000,131739,坡道平面,27.87,1950000,預售屋、或土地及建物分件登記案件；,RPROOLRJJIGGFCB67DA,60.29,7.29,6.02,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十八樓之２,8.73,商,,,1091018,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,111.28,2,2,1,有,有,11950000,115693,坡道平面,23.98,1850000,預售屋、或土地及建物分件登記案件；,RPVOOLRJJIGGFCB08DA,47.58,4.49,4.61,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十八樓之８,7.57,商,,,1080502,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,102.36,2,2,1,有,有,10650000,120822,坡道平面,27.87,1650000,預售屋、或土地及建物分件登記案件；,RPPPOLRJJIGGFCB57DA,38.97,5.04,4.45,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十九樓之２,7.97,商,,,1090515,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,102.57,2,2,1,有,有,11000000,115155,坡道平面,23.98,1950000,預售屋、或土地及建物分件登記案件；,RPUPOLRJJIGGFCB08DA,43.2,3.32,4.61,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十九樓之６,7.71,商,,,1081219,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,91.47,2,2,1,有,有,12030000,136641,坡道機械,9.65,850000,預售屋、或土地及建物分件登記案件；,RPWPOLRJJIGGFCB28DA,43.91,4.69,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十樓之１１,7.75,商,,,1070925,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,100.22999999999999,2,2,1,有,有,10710000,120131,坡道平面,23.98,1550000,預售屋、或土地及建物分件登記案件；,RPOTOLRJJIGGFCB87DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十樓之５,6.37,商,,,1090331,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,76.51,2,2,1,有,有,10000000,130870,坡道機械,9.65,1250000,預售屋、或土地及建物分件登記案件；,RPPTOLRJJIGGFCB97DA,37.09,1.35,5.01,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二十一樓之７,8.8,商,,,1080717,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,115.8,2,2,1,有,有,13880000,135676,坡道平面,27.87,1950000,預售屋、或土地及建物分件登記案件；,RPUTOLRJJIGGFCB48DA,47.98,4.56,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十一樓之１,7.64,商,,,1081201,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,103.09,2,2,1,有,有,11180000,122707,坡道平面,27.87,1950000,預售屋、或土地及建物分件登記案件；,RPOUOLRJJIGGFCB97DA,43.07,1.62,4.19,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二十二樓之７,9.7,商,,,1071005,土地1建物1車位2,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,143.67000000000002,2,2,1,有,有,13060000,114750,坡道平面,55.74,2970000,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPRVOLRJJIGGFCB38DA,47.98,4.56,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二十二樓之１０,7.75,商,,,1071016,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,100.22999999999999,2,2,1,有,有,10640000,119213,坡道平面,23.98,1550000,1.讓渡日期:110年01月27日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPUVOLRJJIGGFCB68DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二十三樓之１０,7.75,商,,,1071019,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,100.22999999999999,2,2,1,有,有,10840000,119213,坡道平面,23.98,1750000,1.讓渡日期:110年01月27日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPSNPLRJJIGGFCB77DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十三樓之７,7.57,商,,,1071218,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,99.09,2,2,1,有,有,10500000,120822,坡道平面,24.6,1500000,預售屋、或土地及建物分件登記案件；,RPXNPLRJJIGGFCB28DA,38.97,5.04,4.45,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十四樓之１,7.64,商,,,1070926,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,103.09,2,2,1,有,有,10880000,120048,坡道平面,27.87,1850000,預售屋、或土地及建物分件登記案件；,RPSPPLRJJIGGFCB97DA,43.07,1.62,4.19,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十四樓之８,7.57,商,,,1080920,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,102.36,2,2,1,有,有,10850000,120822,坡道平面,27.87,1850000,1.讓渡日期:110年03月25日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPWPPLRJJIGGFCB38DA,38.97,5.04,4.45,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二十四樓之１１,7.75,商,,,1080127,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,104.12,2,2,1,有,有,11080000,122361,坡道平面,27.87,1750000,1.讓渡日期:110年08月06日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPOQPLRJJIGGFCB67DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號五樓之５,6.37,商,,,1080415,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,76.51,2,2,1,有,有,9250000,124140,坡道機械,9.65,950000,預售屋、或土地及建物分件登記案件；,RPOSMLSJJIGGFCB67DA,37.09,1.35,5.01,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十樓之９,8.36,商,,,1071230,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,110.98,2,2,1,有,有,11450000,117916,坡道平面,27.87,1650000,預售屋、或土地及建物分件登記案件；,RPTPMLKKJIGGFCB17DA,45.14,4.53,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十六樓之３,7.93,商,,,1081006,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,102.53999999999999,2,2,1,有,有,11790000,126527,坡道平面,23.98,1850000,1.讓渡日期:110年07月26日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPQRMLKKJIGGFCB07DA,40.21,5.31,5.58,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩六街３３５號六樓之１,50.46,住,,,1101116,土地1建物1車位2,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070409,384.65,4,2,3,有,有,38950000,116646,坡道平面,80.74,3500000,,RPROMLSKJIGGFCB67DA,172.28,13.34,20.8,有,
北屯區,房地(土地+建物),臺中市北屯區文心路四段６７２號２１樓之２８,2.61,商,,,1110122,土地1建物1車位0,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841124,36.69,1,0,1,有,有,2700000,73590,,0.0,0,,RPUNMLRJKHHGFBB67DA,21.93,0.0,0.0,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區熱河路二段１７５號十樓,12.74,商,,,1110120,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100609,128.0,2,2,1,有,有,12800000,100000,升降機械,28.8,0,,RPRNMLOLJHHGFBB17DA,53.33,0.0,9.36,有,96.0
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號九樓之１６,14.5,住,,,1071222,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,145.06,2,2,2,有,有,8340000,68534,坡道平面,37.23,950000,109.08.17辦理讓渡920萬其他；預售屋、或土地及建物分件登記案件；,RPTNMLSKJHHGFBB67DA,63.18,3.78,4.71,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號四樓之１,26.9,住,,,1080126,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,266.76,4,2,2,有,有,16000000,70723,坡道平面,74.46,2400000,其他；預售屋、或土地及建物分件登記案件；,RPSOMLNJJHHGFBB07DA,108.44,4.17,14.38,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號六樓之１,26.9,住,,,1071223,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,266.76,4,2,2,有,有,15990000,70671,坡道平面,74.46,2400000,折讓13000預售屋、或土地及建物分件登記案件；,RPUOMLNJJHHGFBB27DA,108.44,4.17,14.38,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號四樓之３,21.91,住,,,1080726,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,218.44,3,2,2,有,有,11730000,63412,坡道平面,74.46,2600000,109.07.17辦理第一次讓渡1225萬110.01.06辦理第二次讓渡1225萬其他；預售屋、或土地及建物分件登記案件；,RPUPMLQJJHHGFBB67DA,81.88,4.69,9.01,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號十樓之３,21.49,住,,,1080627,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,214.32,3,2,2,有,有,11880000,67241,坡道平面,70.36,2200000,109.12.02辦理第一次讓渡1280萬110.01.19辦理第二次讓渡1310萬其他；預售屋、或土地及建物分件登記案件；,RPXPMLQJJHHGFBB97DA,81.88,4.69,9.01,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號四樓之７,14.71,住,,,1080429,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,147.31,2,2,2,有,有,8640000,68496,坡道平面,37.23,1100000,其他；預售屋、或土地及建物分件登記案件；,RPQPMLSLKIGGFBB77DA,63.99,3.9,5.35,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號五樓之９,14.05,住,,,1071222,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,141.01999999999998,2,2,2,有,有,7380000,61697,坡道平面,35.18,850000,其他；預售屋、或土地及建物分件登記案件；,RPPRMLSLKIGGFBB87DA,60.93,3.96,5.6,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號十樓之８,14.54,住,,,1071217,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,145.62,2,2,2,有,有,8370000,68091,坡道平面,35.18,850000,其他；預售屋、或土地及建物分件登記案件；,RPOSMLSLKIGGFBB87DA,64.7,4.08,4.71,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號十一樓之１１,18.66,住,,,1080318,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,185.51999999999998,3,2,2,有,有,11480000,69324,坡道平面,37.23,1200000,其他；預售屋、或土地及建物分件登記案件；,RPSSMLSLKIGGFBB28DA,84.53,3.56,9.96,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號四樓之１５,14.47,住,,,1080821,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,145.74,2,2,2,有,有,7770000,63314,坡道平面,35.18,770000,109.06.03辦理讓渡818萬其他；預售屋、或土地及建物分件登記案件；,RPQUMLSLKIGGFBB28DA,64.3,4.84,4.71,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號十一樓之１,26.9,住,,,1071221,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,266.76,4,2,2,有,有,16130000,72439,坡道平面,74.46,2200000,110.07.15辦理讓渡其他；預售屋、或土地及建物分件登記案件；,RPOSMLOJJHHGFBB17DA,108.44,4.17,14.38,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號十五樓之１,26.9,住,,,1071222,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,266.76,4,2,2,有,有,16300000,73323,坡道平面,74.46,2200000,其他；預售屋、或土地及建物分件登記案件；,RPTSMLOJJHHGFBB67DA,108.44,4.17,14.38,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２９９號八樓之２,25.23,住,,,1071220,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,251.07999999999998,4,2,2,有,有,14730000,70440,坡道平面,70.36,2000000,折讓13000預售屋、或土地及建物分件登記案件；,RPTTMLOJJHHGFBB77DA,100.9,5.12,13.71,有,
